Order ID,Order Date,Ship Date,Ship Mode,Customer Name,Segment,City,State,Region,Category,Sub-Category,Sales
CA-2015-139451,2015-10-12,16/10/2015,Standard Class,Duane Noonan,Consumer,San Francisco,California,West,Office Supplies,Storage,21.39
CA-2016-149734,2016-09-03,08/09/2016,Standard Class,Julie Creighton,Corporate,Durham,North Carolina,South,Office Supplies,Envelopes,200.984
US-2018-119662,2018-11-13,16/11/2018,First Class,Christopher Schild,Home Office,Chicago,Illinois,Central,Office Supplies,Storage,230.376
CA-2018-140088,2018-05-28,30/05/2018,Second Class,Patrick O'Donnell,Consumer,Columbia,South Carolina,South,Furniture,Chairs,301.96
CA-2018-155558,2018-10-26,02/11/2018,Standard Class,Paul Gonzalez,Consumer,Rochester,Minnesota,Central,Technology,Accessories,19.99
CA-2018-155558,2018-10-26,02/11/2018,Standard Class,Paul Gonzalez,Consumer,Rochester,Minnesota,Central,Office Supplies,Labels,6.16
CA-2017-159695,2017-04-05,10/04/2017,Second Class,Gary Mitchum,Home Office,Houston,Texas,Central,Office Supplies,Storage,158.368
CA-2017-109806,2017-09-17,22/09/2017,Standard Class,Jim Sink,Corporate,Los Angeles,California,West,Office Supplies,Art,20.1
CA-2017-109806,2017-09-17,22/09/2017,Standard Class,Jim Sink,Corporate,Los Angeles,California,West,Technology,Phones,73.584
CA-2017-109806,2017-09-17,22/09/2017,Standard Class,Jim Sink,Corporate,Los Angeles,California,West,Office Supplies,Paper,6.48
CA-2016-149587,2016-01-31,05/02/2016,Second Class,Karl Braun,Consumer,Minneapolis,Minnesota,Central,Office Supplies,Paper,12.96
CA-2016-149587,2016-01-31,05/02/2016,Second Class,Karl Braun,Consumer,Minneapolis,Minnesota,Central,Furniture,Furnishings,53.34
CA-2016-149587,2016-01-31,05/02/2016,Second Class,Karl Braun,Consumer,Minneapolis,Minnesota,Central,Office Supplies,Binders,32.96
US-2018-109484,2018-11-06,12/11/2018,Standard Class,Roger Barcio,Home Office,Portland,Oregon,West,Office Supplies,Binders,5.682
CA-2018-161018,2018-11-09,11/11/2018,Second Class,Parhena Norris,Home Office,New York City,New York,East,Furniture,Furnishings,96.53
CA-2018-157833,2018-06-17,20/06/2018,First Class,Katherine Ducich,Consumer,San Francisco,California,West,Office Supplies,Binders,51.312
CA-2017-149223,2017-09-06,11/09/2017,Standard Class,Elpida Rittenbach,Corporate,Saint Paul,Minnesota,Central,Office Supplies,Appliances,77.88
CA-2017-158568,2017-08-29,02/09/2017,Standard Class,Rick Bensley,Home Office,Chicago,Illinois,Central,Office Supplies,Paper,64.624
CA-2017-158568,2017-08-29,02/09/2017,Standard Class,Rick Bensley,Home Office,Chicago,Illinois,Central,Technology,Accessories,95.976
CA-2017-158568,2017-08-29,02/09/2017,Standard Class,Rick Bensley,Home Office,Chicago,Illinois,Central,Office Supplies,Binders,1.788
CA-2017-129903,2017-12-01,04/12/2017,Second Class,Gary Zandusky,Consumer,Rochester,Minnesota,Central,Office Supplies,Paper,23.92
US-2016-156867,2016-11-13,17/11/2016,Standard Class,Lena Cacioppo,Consumer,Aurora,Colorado,West,Technology,Accessories,238.896
US-2016-156867,2016-11-13,17/11/2016,Standard Class,Lena Cacioppo,Consumer,Aurora,Colorado,West,Furniture,Furnishings,102.36
US-2016-156867,2016-11-13,17/11/2016,Standard Class,Lena Cacioppo,Consumer,Aurora,Colorado,West,Office Supplies,Binders,36.882
CA-2018-119004,2018-11-23,28/11/2018,Standard Class,Janet Martin,Consumer,Charlotte,North Carolina,South,Technology,Accessories,74.112
CA-2018-119004,2018-11-23,28/11/2018,Standard Class,Janet Martin,Consumer,Charlotte,North Carolina,South,Technology,Phones,27.992
CA-2018-119004,2018-11-23,28/11/2018,Standard Class,Janet Martin,Consumer,Charlotte,North Carolina,South,Office Supplies,Art,3.304
CA-2016-129476,2016-10-15,20/10/2016,Standard Class,Pete Armstrong,Home Office,Orland Park,Illinois,Central,Technology,Accessories,339.96
CA-2018-146780,2018-12-25,30/12/2018,Standard Class,Cynthia Voltz,Corporate,New York City,New York,East,Furniture,Furnishings,41.96
CA-2017-128867,2017-11-03,10/11/2017,Standard Class,Clay Ludtke,Consumer,Urbandale,Iowa,Central,Office Supplies,Art,75.96
CA-2017-128867,2017-11-03,10/11/2017,Standard Class,Clay Ludtke,Consumer,Urbandale,Iowa,Central,Office Supplies,Binders,27.24
CA-2015-115259,2015-08-25,27/08/2015,Second Class,Ryan Crowe,Consumer,Columbus,Ohio,East,Office Supplies,Fasteners,40.096
CA-2015-115259,2015-08-25,27/08/2015,Second Class,Ryan Crowe,Consumer,Columbus,Ohio,East,Office Supplies,Envelopes,4.72
CA-2015-115259,2015-08-25,27/08/2015,Second Class,Ryan Crowe,Consumer,Columbus,Ohio,East,Office Supplies,Paper,23.976
CA-2015-115259,2015-08-25,27/08/2015,Second Class,Ryan Crowe,Consumer,Columbus,Ohio,East,Office Supplies,Envelopes,130.464
CA-2016-110457,2016-03-02,06/03/2016,Standard Class,Dave Kipp,Consumer,Seattle,Washington,West,Furniture,Tables,787.53
US-2016-136476,2016-04-05,10/04/2016,Standard Class,Greg Guthrie,Corporate,Bristol,Tennessee,South,Office Supplies,Binders,157.794
CA-2017-103730,2017-06-12,15/06/2017,First Class,Steven Cartwright,Consumer,Wilmington,Delaware,East,Furniture,Furnishings,47.04
CA-2017-103730,2017-06-12,15/06/2017,First Class,Steven Cartwright,Consumer,Wilmington,Delaware,East,Office Supplies,Binders,30.84
CA-2017-103730,2017-06-12,15/06/2017,First Class,Steven Cartwright,Consumer,Wilmington,Delaware,East,Office Supplies,Storage,226.56
CA-2017-103730,2017-06-12,15/06/2017,First Class,Steven Cartwright,Consumer,Wilmington,Delaware,East,Office Supplies,Envelopes,115.02
CA-2017-103730,2017-06-12,15/06/2017,First Class,Steven Cartwright,Consumer,Wilmington,Delaware,East,Technology,Phones,68.04
US-2015-152030,2015-12-26,28/12/2015,Second Class,Alan Dominguez,Home Office,Houston,Texas,Central,Furniture,Chairs,600.558
US-2015-134614,2015-09-20,25/09/2015,Standard Class,Philip Fox,Consumer,Bloomington,Illinois,Central,Furniture,Tables,617.7
US-2018-107272,2018-11-05,12/11/2018,Standard Class,Troy Staebel,Consumer,Phoenix,Arizona,West,Office Supplies,Binders,2.388
US-2018-107272,2018-11-05,12/11/2018,Standard Class,Troy Staebel,Consumer,Phoenix,Arizona,West,Office Supplies,Storage,243.992
US-2017-125969,2017-11-06,10/11/2017,Second Class,Lindsay Shagiari,Home Office,Los Angeles,California,West,Furniture,Chairs,81.424
US-2017-125969,2017-11-06,10/11/2017,Second Class,Lindsay Shagiari,Home Office,Los Angeles,California,West,Furniture,Furnishings,238.56
US-2018-164147,2018-02-02,05/02/2018,First Class,Dorothy Wardle,Corporate,Columbus,Ohio,East,Technology,Phones,59.97
US-2018-164147,2018-02-02,05/02/2018,First Class,Dorothy Wardle,Corporate,Columbus,Ohio,East,Office Supplies,Paper,78.304
US-2018-164147,2018-02-02,05/02/2018,First Class,Dorothy Wardle,Corporate,Columbus,Ohio,East,Office Supplies,Fasteners,21.456
CA-2017-145583,2017-10-13,19/10/2017,Standard Class,Lena Creighton,Consumer,Roseville,California,West,Office Supplies,Paper,20.04
CA-2017-145583,2017-10-13,19/10/2017,Standard Class,Lena Creighton,Consumer,Roseville,California,West,Office Supplies,Paper,35.44
CA-2017-145583,2017-10-13,19/10/2017,Standard Class,Lena Creighton,Consumer,Roseville,California,West,Office Supplies,Art,11.52
CA-2017-145583,2017-10-13,19/10/2017,Standard Class,Lena Creighton,Consumer,Roseville,California,West,Office Supplies,Fasteners,4.02
CA-2017-145583,2017-10-13,19/10/2017,Standard Class,Lena Creighton,Consumer,Roseville,California,West,Office Supplies,Binders,76.176
CA-2017-145583,2017-10-13,19/10/2017,Standard Class,Lena Creighton,Consumer,Roseville,California,West,Office Supplies,Supplies,65.88
CA-2017-145583,2017-10-13,19/10/2017,Standard Class,Lena Creighton,Consumer,Roseville,California,West,Furniture,Furnishings,43.12
CA-2017-110366,2017-09-05,07/09/2017,Second Class,Jonathan Doherty,Corporate,Philadelphia,Pennsylvania,East,Furniture,Furnishings,82.8
CA-2018-106180,2018-09-18,23/09/2018,Standard Class,Sally Hughsby,Corporate,San Francisco,California,West,Office Supplies,Art,8.82
CA-2018-106180,2018-09-18,23/09/2018,Standard Class,Sally Hughsby,Corporate,San Francisco,California,West,Office Supplies,Envelopes,10.86
CA-2018-106180,2018-09-18,23/09/2018,Standard Class,Sally Hughsby,Corporate,San Francisco,California,West,Office Supplies,Paper,143.7
CA-2018-155376,2018-12-22,27/12/2018,Standard Class,Sandra Glassco,Consumer,Independence,Missouri,Central,Office Supplies,Appliances,839.43
CA-2016-110744,2016-09-07,12/09/2016,Standard Class,Helen Andreada,Consumer,Pasadena,California,West,Office Supplies,Storage,671.93
CA-2015-110072,2015-10-22,28/10/2015,Standard Class,Maureen Gastineau,Home Office,Newark,Ohio,East,Furniture,Furnishings,93.888
CA-2017-114489,2017-12-05,09/12/2017,Standard Class,Justin Ellison,Corporate,Franklin,Wisconsin,Central,Technology,Phones,384.45
CA-2017-114489,2017-12-05,09/12/2017,Standard Class,Justin Ellison,Corporate,Franklin,Wisconsin,Central,Technology,Phones,149.97
CA-2017-114489,2017-12-05,09/12/2017,Standard Class,Justin Ellison,Corporate,Franklin,Wisconsin,Central,Furniture,Chairs,1951.84
CA-2017-114489,2017-12-05,09/12/2017,Standard Class,Justin Ellison,Corporate,Franklin,Wisconsin,Central,Office Supplies,Binders,171.55
CA-2017-158834,2017-03-13,16/03/2017,First Class,Tamara Willingham,Home Office,Scottsdale,Arizona,West,Office Supplies,Appliances,157.92
CA-2017-158834,2017-03-13,16/03/2017,First Class,Tamara Willingham,Home Office,Scottsdale,Arizona,West,Technology,Phones,203.184
CA-2016-124919,2016-05-31,02/06/2016,First Class,Stephanie Phelps,Corporate,San Jose,California,West,Office Supplies,Paper,58.38
CA-2016-124919,2016-05-31,02/06/2016,First Class,Stephanie Phelps,Corporate,San Jose,California,West,Office Supplies,Paper,105.52
CA-2016-124919,2016-05-31,02/06/2016,First Class,Stephanie Phelps,Corporate,San Jose,California,West,Office Supplies,Storage,80.88
CA-2016-118948,2016-05-28,03/06/2016,Standard Class,Neil Knudson,Home Office,Seattle,Washington,West,Office Supplies,Art,6.63
CA-2015-104269,2015-03-01,06/03/2015,Second Class,Dave Brooks,Consumer,Seattle,Washington,West,Furniture,Chairs,457.568
CA-2017-114104,2017-11-20,24/11/2017,Standard Class,Nora Paige,Consumer,Edmond,Oklahoma,Central,Office Supplies,Labels,14.62
CA-2017-114104,2017-11-20,24/11/2017,Standard Class,Nora Paige,Consumer,Edmond,Oklahoma,Central,Technology,Phones,944.93
CA-2017-162733,2017-05-11,12/05/2017,First Class,Ted Trevino,Consumer,Los Angeles,California,West,Office Supplies,Paper,5.98
CA-2016-119697,2016-12-28,31/12/2016,Second Class,Eric Murdock,Consumer,Philadelphia,Pennsylvania,East,Technology,Accessories,54.384
CA-2017-154508,2017-11-16,20/11/2017,Standard Class,Ruben Dartt,Consumer,Carlsbad,New Mexico,West,Office Supplies,Envelopes,28.4
CA-2017-113817,2017-11-07,11/11/2017,Standard Class,Max Jones,Consumer,Seattle,Washington,West,Office Supplies,Binders,27.68
CA-2015-139892,2015-09-08,12/09/2015,Standard Class,Becky Martin,Consumer,San Antonio,Texas,Central,Office Supplies,Art,9.936
CA-2015-139892,2015-09-08,12/09/2015,Standard Class,Becky Martin,Consumer,San Antonio,Texas,Central,Technology,Machines,8159.952
CA-2015-139892,2015-09-08,12/09/2015,Standard Class,Becky Martin,Consumer,San Antonio,Texas,Central,Office Supplies,Storage,275.928
CA-2015-139892,2015-09-08,12/09/2015,Standard Class,Becky Martin,Consumer,San Antonio,Texas,Central,Furniture,Chairs,1740.06
CA-2015-139892,2015-09-08,12/09/2015,Standard Class,Becky Martin,Consumer,San Antonio,Texas,Central,Office Supplies,Art,32.064
CA-2015-139892,2015-09-08,12/09/2015,Standard Class,Becky Martin,Consumer,San Antonio,Texas,Central,Office Supplies,Appliances,177.98
CA-2015-139892,2015-09-08,12/09/2015,Standard Class,Becky Martin,Consumer,San Antonio,Texas,Central,Technology,Phones,143.976
CA-2015-118962,2015-08-05,09/08/2015,Standard Class,Chad Sievert,Consumer,Los Angeles,California,West,Office Supplies,Paper,20.94
CA-2015-118962,2015-08-05,09/08/2015,Standard Class,Chad Sievert,Consumer,Los Angeles,California,West,Office Supplies,Paper,110.96
CA-2015-118962,2015-08-05,09/08/2015,Standard Class,Chad Sievert,Consumer,Los Angeles,California,West,Furniture,Chairs,340.144
US-2015-100853,2015-09-14,19/09/2015,Standard Class,Jennifer Braxton,Corporate,Chicago,Illinois,Central,Office Supplies,Appliances,52.448
US-2015-100853,2015-09-14,19/09/2015,Standard Class,Jennifer Braxton,Corporate,Chicago,Illinois,Central,Office Supplies,Labels,20.16
US-2018-152366,2018-04-21,25/04/2018,Second Class,Shirley Jackson,Consumer,Houston,Texas,Central,Office Supplies,Appliances,97.264
US-2016-101511,2016-11-21,23/11/2016,Second Class,Joel Eaton,Consumer,Newark,Ohio,East,Furniture,Chairs,396.802
US-2016-101511,2016-11-21,23/11/2016,Second Class,Joel Eaton,Consumer,Newark,Ohio,East,Office Supplies,Supplies,15.88
CA-2016-137225,2016-12-15,19/12/2016,Standard Class,Jim Kriz,Home Office,New York City,New York,East,Office Supplies,Art,3.28
CA-2015-166191,2015-12-05,09/12/2015,Second Class,David Kendrick,Corporate,Decatur,Illinois,Central,Office Supplies,Storage,24.816
CA-2015-166191,2015-12-05,09/12/2015,Second Class,David Kendrick,Corporate,Decatur,Illinois,Central,Technology,Accessories,408.744
CA-2015-158274,2015-11-19,24/11/2015,Second Class,Robert Marley,Home Office,Monroe,Louisiana,South,Technology,Phones,503.96
CA-2015-158274,2015-11-19,24/11/2015,Second Class,Robert Marley,Home Office,Monroe,Louisiana,South,Technology,Phones,149.95
CA-2015-158274,2015-11-19,24/11/2015,Second Class,Robert Marley,Home Office,Monroe,Louisiana,South,Technology,Accessories,29.0
CA-2017-105018,2017-11-28,02/12/2017,Standard Class,Sally Knutson,Consumer,Fairfield,Connecticut,East,Office Supplies,Binders,7.16
CA-2015-123260,2015-08-26,30/08/2015,Standard Class,Frank Merwin,Home Office,Los Angeles,California,West,Technology,Accessories,176.8
CA-2017-157000,2017-07-16,22/07/2017,Standard Class,Alice McCarthy,Corporate,Grand Prairie,Texas,Central,Office Supplies,Storage,37.224
CA-2017-157000,2017-07-16,22/07/2017,Standard Class,Alice McCarthy,Corporate,Grand Prairie,Texas,Central,Office Supplies,Paper,20.016
CA-2016-102281,2016-10-12,14/10/2016,First Class,Mark Packer,Home Office,New York City,New York,East,Furniture,Bookcases,899.136
CA-2016-102281,2016-10-12,14/10/2016,First Class,Mark Packer,Home Office,New York City,New York,East,Technology,Phones,71.76
CA-2016-102281,2016-10-12,14/10/2016,First Class,Mark Packer,Home Office,New York City,New York,East,Office Supplies,Paper,51.84
CA-2016-102281,2016-10-12,14/10/2016,First Class,Mark Packer,Home Office,New York City,New York,East,Furniture,Bookcases,626.352
CA-2016-102281,2016-10-12,14/10/2016,First Class,Mark Packer,Home Office,New York City,New York,East,Office Supplies,Art,19.9
CA-2016-131457,2016-10-31,06/11/2016,Standard Class,Mary Zewe,Corporate,Redlands,California,West,Office Supplies,Envelopes,14.28
CA-2015-140004,2015-03-21,25/03/2015,Standard Class,Cassandra Brandow,Consumer,Hamilton,Ohio,East,Office Supplies,Art,7.408
CA-2015-140004,2015-03-21,25/03/2015,Standard Class,Cassandra Brandow,Consumer,Hamilton,Ohio,East,Office Supplies,Art,6.048
CA-2018-107720,2018-11-06,13/11/2018,Standard Class,Valerie Mitchum,Home Office,Westfield,New Jersey,East,Office Supplies,Storage,46.26
US-2018-124303,2018-07-06,13/07/2018,Standard Class,Fred Hopkins,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Binders,2.946
US-2018-124303,2018-07-06,13/07/2018,Standard Class,Fred Hopkins,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Paper,16.056
CA-2018-105074,2018-06-24,29/06/2018,Standard Class,Maria Bertelson,Consumer,Akron,Ohio,East,Office Supplies,Paper,21.744
CA-2015-133690,2015-08-03,05/08/2015,First Class,Bruce Stewart,Consumer,Denver,Colorado,West,Furniture,Tables,218.75
